,QC_08,lv1_08,Ground_temperature_08,Temperature_08,Temperature_08_H0,Relative_humidity_08,Sep,QC_20,lv1_20,Ground_temperature_20,Temperature_20,Temperature_20_H0,Relative_humidity_20
2009/11/21,0,31,262.62,47,249.23158,41,/,0,31,273.31,47,256.07837,41
2009/11/22,0,31,268.26,47,256.42508,29,/,0,31,275.76,47,260.14258,34
2009/11/23,0,31,269.75,47,256.28375,34,/,0,31,274.96,47,261.49805,29
2009/11/24,0,0,268.75,47,258.94739,29,/,0,31,274.88,47,262.0137,35
2009/11/25,0,31,269.51,47,259.26852,35,/,0,31,275.25,47,264.02798,35
2009/11/26,0,31,266.93,47,260.32275,35,/,0,31,274.1,47,262.43933,35
2009/11/27,0,31,268.78,47,262.20935,35,/,0,31,270.74,47,259.75397,35
2009/11/28,0,31,270.02,47,257.69568,35,/,0,31,272.92,47,260.58203,35
2009/11/29,0,31,269.44,47,258.69855,29,/,0,31,273.39,47,261.79373,29
2009/11/30,0,31,269.18,47,258.63678,29,/,0,31,274.8,47,259.85202,35
2009/12/01,0,31,268.56,47,259.71274,29,/,0,31,272.18,47,259.46219,29
2009/12/02,0,31,268.31,47,254.80374,42,/,0,31,272.03,47,257.55368,29
2009/12/03,0,31,266.84,47,256.51413,42,/,0,31,272.24,47,259.6546,29
2009/12/04,0,31,266.55,47,254.94464,29,/,0,31,270.17,47,259.73087,29
2009/12/05,0,31,264.39,47,257.5275,34,/,0,31,271.6,47,261.93515,34
2009/12/06,0,31,267.41,47,259.89587,34,/,3,31,272.73,47,260.98624,34
2009/12/07,0,31,268.18,47,258.76773,34,/,0,31,270.06,47,258.43704,29
2009/12/08,0,31,265.45,47,256.60605,43,/,0,31,272.31,47,258.97647,42
2009/12/09,0,31,266.32,47,257.15924,47,/,0,31,275.2,47,260.45578,29
2009/12/10,0,31,269.07,47,260.64856,29,/,0,31,270.58,47,264.57364,29
2009/12/11,0,31,267.45,47,261.97174,29,/,0,31,270.19,47,262.77908,29
2009/12/12,0,31,268.15,47,260.41568,29,/,0,31,270.15,47,261.30054,29
2009/12/13,0,31,265.95,47,258.3508,29,/,0,31,272.2,47,263.25912,29
2009/12/14,0,31,269.11,47,259.95676,29,/,0,31,267.74,47,257.17401,29
2009/12/15,0,31,262.98,47,252.25743,47,/,0,31,269.64,47,257.06848,31
2009/12/16,0,31,264.75,47,253.08798,28,/,0,31,267.07,47,253.56076,41
2009/12/17,0,31,263.07,47,251.6194,41,/,0,31,268.47,47,256.77847,41
2009/12/18,0,31,261.97,47,252.51787,41,/,0,31,267.87,47,255.79822,41
2009/12/19,0,31,263.26,47,251.73877,41,/,0,31,268.26,47,254.37636,41
2009/12/20,0,31,262.0,47,252.54337,24,/,0,31,268.11,47,256.08621,47
2009/12/21,0,31,262.69,47,252.87691,41,/,0,31,273.32,47,258.77737,28
2009/12/22,0,31,265.52,47,255.68449,28,/,0,31,270.48,47,257.80807,41
2009/12/23,0,0,266.03,47,254.67905,47,/,0,31,274.81,47,256.6611,47
2009/12/24,0,31,266.61,47,252.36385,47,/,0,31,266.62,47,254.81972,47
2009/12/25,0,31,261.74,47,251.72606,28,/,0,31,271.77,47,254.72449,47
2009/12/26,0,31,264.31,47,251.37892,28,/,0,31,261.13,47,248.54953,47
2009/12/27,0,31,257.57,47,251.51984,28,/,0,31,269.5,47,255.23479,28
2009/12/28,0,0,260.6,47,252.2016,41,/,0,31,267.72,47,256.02612,28
2009/12/29,0,31,261.57,47,252.35194,23,/,0,31,267.78,47,256.79324,41
2009/12/30,0,31,261.74,47,253.78883,42,/,0,31,268.86,47,258.53409,34
2009/12/31,0,31,264.77,47,255.16524,42,/,0,31,270.32,47,255.83604,30
