,QC_08,lv1_08,Ground_temperature_08,Ground_temperature_08_1,Temperature_08,Temperature_08_H0,Relative_humidity_08,Sep,QC_20,lv1_20,Ground_temperature_20,Ground_temperature_20_1,Temperature_20,Temperature_20_H0,Relative_humidity_20
2007/09/17,0,31,287.72833333333335,287.71566666666666,47,264.84183,43,/,0,31,296.914,296.94966666666664,47,268.87143,44
2007/09/18,0,31,291.20033333333333,291.187,47,267.0936,44,/,1,31,300.10266666666666,300.12166666666667,,,
2007/09/19,0,31,292.38233333333335,292.3763333333334,47,266.26364,44,/,0,31,300.2486666666667,300.281,47,269.58636,44
2007/09/20,0,31,293.6743333333334,293.65666666666664,47,265.21521,44,/,0,31,300.8043333333334,300.82466666666664,47,271.05905,44
2007/09/21,0,31,291.3353333333333,291.31966666666665,47,268.46771,44,/,0,31,296.9216666666666,296.94899999999996,47,272.86533,37
2007/09/22,0,31,292.2286666666667,292.2206666666667,47,272.74435,44,/,0,31,296.95300000000003,296.9766666666667,47,274.03931,44
2007/09/23,0,31,291.096,291.0926666666667,47,272.29956,44,/,0,31,296.57733333333334,296.604,47,276.00839,44
2007/09/24,0,31,291.9986666666667,291.993,47,274.70908,44,/,0,31,296.241,296.2603333333333,47,277.16525,45
2007/09/25,0,31,295.7253333333333,295.728,44,271.2532,44,/,0,31,297.87766666666664,297.88966666666664,47,275.54565,37
2007/09/26,3,31,290.7926666666667,290.8006666666667,47,275.07352,37,/,3,31,290.92033333333336,290.918,47,275.33417,37
2007/09/27,3,31,290.54333333333335,290.54333333333335,47,273.95978,37,/,2,31,289.56466666666665,289.5686666666667,47,272.65121,37
2007/09/28,2,31,288.73833333333334,288.72299999999996,47,271.67395,37,/,0,31,292.5723333333333,292.586,47,275.54556,37
2007/09/29,0,31,291.32933333333335,291.33233333333334,47,273.95053,37,/,3,31,292.935,292.956,47,276.72101,37
2007/09/30,0,31,291.3376666666667,291.32866666666666,47,275.94876,37,/,3,31,292.8786666666667,292.8833333333333,47,275.2514,37
2007/10/01,2,31,290.79999999999995,290.80466666666666,47,272.16635,37,/,0,31,293.175,293.1743333333334,47,273.20352,37
2007/10/02,1,31,290.904,290.89633333333336,,,,/,0,31,293.80066666666664,293.80333333333334,47,273.42941,37
2007/10/03,0,31,291.735,291.7203333333333,47,273.25583,37,/,0,31,295.06766666666664,295.06833333333327,47,273.19177,37
2007/10/04,0,31,293.80933333333337,293.815,47,274.26492,37,/,3,31,294.01033333333334,294.00033333333334,47,275.58707,37
2007/10/05,3,31,292.72499999999997,292.72366666666665,47,274.1257,37,/,3,31,294.0946666666667,294.098,47,275.87656,37
2007/10/06,3,31,288.38666666666666,288.38366666666667,47,273.53317,37,/,3,31,289.64300000000003,289.64233333333334,44,273.6362,37
2007/10/07,2,0,,,47,270.89423,37,/,0,0,,,44,271.45001,37
2007/10/08,0,0,,,47,272.634,45,/,0,0,,,47,273.06232,37
2007/10/09,0,0,,,47,271.86804,37,/,0,0,,,47,271.93723,37
2007/10/10,2,0,,,47,270.26859,37,/,2,0,,,47,271.48145,37
2007/10/11,2,0,,,47,269.73624,37,/,2,0,,,47,269.0563,36
2007/10/12,0,0,,,47,267.82404,36,/,0,0,,,47,267.94699,36
2007/10/13,0,0,,,47,266.59915,36,/,2,0,,,47,265.36011,36
2007/10/14,2,0,,,36,264.53314,36,/,0,0,,,47,265.97873,36
2007/10/15,0,0,,,47,264.43298,36,/,0,0,,,47,264.74991,36
2007/10/16,0,0,,,47,263.27277,36,/,0,0,,,47,266.41223,36
2007/10/17,0,0,,,47,264.95837,36,/,2,0,,,47,264.99606,36
2007/10/18,2,0,,,47,261.91629,36,/,0,0,,,47,263.83234,35
2007/10/19,0,0,,,47,262.45883,36,/,0,0,,,43,266.03448,43
2007/10/20,0,0,,,47,263.37115,43,/,0,0,,,47,265.68808,43
2007/10/21,0,0,,,47,260.94412,43,/,0,0,,,47,262.65988,43
2007/10/22,0,0,,,47,263.06723,43,/,0,0,,,47,265.2706,43
2007/10/23,0,0,,,47,263.6532,42,/,0,0,,,47,262.39722,42
2007/10/24,0,0,,,35,261.18216,35,/,0,0,,,47,264.76538,42
2007/10/25,0,0,,,47,261.87613,42,/,0,0,,,47,266.91907,43
2007/10/26,0,0,,,47,264.17017,43,/,0,0,,,47,266.83987,35
2007/10/27,0,0,,,47,265.79663,43,/,0,0,,,35,262.97333,35
2007/10/28,0,31,284.77666666666664,284.782,47,262.0752,43,/,0,31,288.25266666666664,288.263,43,260.95108,43
2007/10/29,0,31,284.328,284.33033333333333,47,261.0271,43,/,0,31,289.0903333333333,289.103,47,262.03552,43
2007/10/30,0,31,283.9703333333333,283.97266666666667,47,261.02313,43,/,0,31,288.20233333333334,288.20166666666665,47,264.02243,43
2007/10/31,0,31,285.83833333333337,285.84633333333335,47,260.55319,43,/,0,31,285.23900000000003,285.23400000000004,47,260.89417,43
2007/11/01,0,31,280.8883333333333,280.884,47,257.99075,42,/,0,31,286.552,286.56666666666666,47,260.21564,35
2007/11/02,0,31,281.90866666666665,281.8946666666667,47,257.18399,35,/,0,31,290.052,290.08299999999997,47,260.69055,35
2007/11/03,0,31,283.52466666666663,283.51466666666664,47,258.80209,35,/,0,31,288.295,288.3156666666667,47,259.64935,42
2007/11/04,0,31,281.006,281.01199999999994,47,258.16672,42,/,0,31,291.4993333333333,291.524,47,263.17374,42
2007/11/05,0,31,283.926,283.921,47,260.96582,42,/,0,31,289.6623333333333,289.6693333333333,47,263.68927,42
2007/11/06,0,31,284.4456666666666,284.44966666666664,47,259.46777,42,/,0,31,290.74833333333333,290.77933333333334,47,262.2088,43
2007/11/07,0,31,285.3753333333333,285.37266666666665,47,259.70642,43,/,0,31,291.2296666666667,291.252,47,262.49802,42
2007/11/08,0,31,285.562,285.56533333333334,47,258.2374,42,/,0,31,290.8033333333333,290.81966666666665,47,262.94333,43
2007/11/09,0,31,284.58366666666666,284.58166666666665,47,259.81497,42,/,0,31,290.58399999999995,290.58666666666664,47,263.64908,43
2007/11/10,0,31,286.28866666666664,286.287,47,262.56415,43,/,0,31,286.57866666666666,286.60333333333335,47,265.24127,43
2007/11/11,0,31,284.06233333333336,284.0636666666667,47,262.41837,43,/,0,31,290.67766666666665,290.687,47,264.43201,43
2007/11/12,0,31,284.7823333333333,284.77233333333334,47,261.72827,42,/,0,31,289.0153333333334,289.03,47,263.80835,43
2007/11/13,3,31,285.8083333333333,285.8383333333333,47,259.93835,42,/,0,31,292.7503333333333,292.77233333333334,47,262.1615,35
2007/11/14,0,31,284.3416666666667,284.3496666666667,47,261.02545,35,/,0,31,289.65666666666664,289.6673333333333,47,263.59363,35
2007/11/15,0,31,286.29066666666665,286.2973333333333,47,260.50244,43,/,0,31,288.575,288.5903333333333,47,264.68103,43
2007/11/16,0,31,284.01633333333336,284.0283333333333,47,261.70511,43,/,0,31,288.95533333333333,288.96633333333335,47,265.22797,43
2007/11/17,0,31,283.446,283.44266666666664,47,263.18631,36,/,0,31,286.655,286.6533333333333,47,263.05823,35
2007/11/18,0,31,282.3453333333333,282.3573333333334,47,258.04456,35,/,0,31,286.51599999999996,286.52233333333334,47,262.92322,42
2007/11/19,0,31,281.9463333333333,281.9543333333333,47,258.15302,35,/,0,31,286.365,286.37333333333333,47,262.21121,35
2007/11/20,1,31,281.4473333333333,281.44866666666667,,,,/,0,31,287.2943333333334,287.297,47,262.39127,35
2007/11/21,0,31,284.0303333333333,284.033,47,259.49188,35,/,0,31,285.14233333333334,285.14733333333334,47,259.9837,42
2007/11/22,0,31,281.14166666666665,281.14566666666667,47,257.64798,42,/,0,31,287.17533333333336,287.1836666666667,47,259.76447,43
2007/11/23,0,31,282.9676666666667,282.9703333333333,47,256.7048,42,/,0,31,288.631,288.648,47,260.84833,42
2007/11/24,0,31,283.6356666666667,283.6343333333333,47,258.6171,42,/,0,31,290.76133333333337,290.79966666666667,47,262.20734,42
2007/11/25,0,31,281.42033333333336,281.421,47,258.66611,42,/,0,31,282.3976666666666,282.3836666666666,47,257.32248,42
2007/11/26,0,31,278.9813333333333,278.981,47,254.09267,42,/,0,31,285.69,285.7,47,256.45111,42
2007/11/27,0,31,280.929,280.93600000000004,47,252.69696,42,/,0,31,286.08833333333337,286.102,47,256.5939,42
2007/11/28,0,31,279.46433333333334,279.4636666666667,47,254.41098,45,/,0,31,284.34333333333336,284.36233333333337,47,257.90802,47
2007/11/29,0,31,279.96933333333334,279.966,47,253.91101,41,/,0,31,284.52066666666667,284.52166666666665,47,259.5123,47
2007/11/30,0,31,279.265,279.2833333333333,47,257.18152,42,/,0,31,285.5046666666666,285.5226666666666,47,262.93878,42
2007/12/01,0,31,281.78,281.7793333333333,47,259.07666,42,/,0,31,280.81033333333335,280.8183333333334,47,257.26187,47
2007/12/02,0,31,275.21500000000003,275.216,47,255.2296,42,/,0,31,284.6053333333333,284.6246666666667,47,257.27838,34
2007/12/03,0,31,278.27633333333335,278.2776666666666,47,257.93631,42,/,0,31,284.32933333333335,284.32433333333336,47,259.42078,42
2007/12/04,0,31,280.52866666666665,280.523,47,255.97942,42,/,0,31,284.11,284.135,47,258.81876,29
2007/12/05,0,31,280.987,280.98900000000003,47,255.16368,42,/,0,31,285.27099999999996,285.2796666666667,47,258.39145,34
2007/12/06,0,31,279.71733333333333,279.7126666666667,47,256.87381,33,/,0,31,284.4556666666667,284.474,47,258.9173,29
2007/12/07,0,31,279.2513333333334,279.26166666666666,47,255.35402,30,/,0,31,283.20633333333336,283.2076666666667,47,259.27798,29
2007/12/08,0,31,280.837,280.845,29,256.88474,29,/,0,31,283.94933333333336,283.97,41,258.45776,29
2007/12/09,0,31,280.182,280.19000000000005,47,257.37479,34,/,0,31,282.0006666666667,282.0216666666667,47,257.87875,34
2007/12/10,0,31,277.46299999999997,277.462,47,256.37726,29,/,0,31,279.5563333333333,279.556,47,261.86429,34
2007/12/11,3,31,278.3383333333333,278.33399999999995,47,259.80276,42,/,0,31,281.20733333333334,281.211,47,259.44992,29
2007/12/12,0,31,279.1236666666667,279.11600000000004,47,255.60115,41,/,0,31,282.03166666666664,282.02566666666667,47,257.57758,42
2007/12/13,0,31,279.102,279.101,47,254.2265,35,/,0,31,282.43033333333335,282.43433333333337,47,258.88773,42
2007/12/14,0,31,278.59899999999993,278.59799999999996,47,255.45891,35,/,0,31,281.82966666666664,281.83799999999997,47,258.69135,35
2007/12/15,0,31,278.81100000000004,278.81399999999996,47,258.49286,35,/,0,31,282.975,282.9723333333334,47,259.81973,35
2007/12/16,0,31,280.9546666666667,280.9546666666667,47,257.6528,35,/,0,31,283.8143333333333,283.8226666666667,47,258.01111,42
2007/12/17,0,0,276.58666666666664,276.57933333333335,42,253.87663,35,/,0,31,281.33,281.3403333333333,47,256.66229,42
2007/12/18,0,31,277.91666666666663,277.92066666666665,47,254.05113,42,/,1,31,283.433,283.438,,,
2007/12/19,0,31,278.2073333333334,278.2166666666667,47,254.29173,41,/,0,31,286.459,286.50766666666664,47,261.32416,42
2007/12/20,0,31,280.1326666666667,280.15933333333334,47,256.31744,42,/,0,31,284.4506666666667,284.46000000000004,47,260.04257,47
2007/12/21,0,31,279.37466666666666,279.3833333333333,47,256.30234,42,/,0,31,285.71999999999997,285.734,47,259.2847,24
2007/12/22,0,31,279.9563333333333,279.962,47,256.54861,41,/,0,31,283.23199999999997,283.23766666666666,47,261.30585,24
2007/12/23,0,31,278.029,278.041,47,255.66418,25,/,0,31,282.45833333333337,282.457,47,257.81696,29
2007/12/24,0,31,276.3063333333333,276.328,47,257.17282,42,/,0,31,281.712,281.7266666666667,47,262.57889,42
2007/12/25,0,31,280.65166666666664,280.64233333333334,47,259.54288,42,/,0,31,283.71366666666665,283.7263333333334,47,262.74484,42
2007/12/26,0,31,279.41033333333337,279.4173333333333,47,260.99704,42,/,0,31,282.46833333333336,282.47833333333335,47,261.74124,42
2007/12/27,0,31,278.9273333333333,278.929,47,262.29633,35,/,0,31,277.07933333333335,277.07866666666666,47,261.75827,42
2007/12/28,0,0,273.62766666666664,273.6326666666667,47,255.44406,42,/,0,31,278.25366666666673,278.2603333333334,47,258.31259,43
2007/12/29,0,31,274.95799999999997,274.95466666666664,47,256.72711,35,/,0,31,276.99266666666665,277.00199999999995,47,260.19635,35
2007/12/30,0,31,270.76233333333334,270.7606666666666,47,259.20969,35,/,0,31,275.432,275.4363333333333,47,259.71918,35
2007/12/31,0,31,271.291,271.2796666666667,47,255.95076,35,/,0,31,276.40566666666666,276.4093333333333,47,259.13821,35
